0,0.697306282480618,
1,0.5211300629235541,
2,0.4468308047876846,
3,0.3633513469891271,
4,0.37084426098813766,
5,0.3340504709631463,
6,0.42872462474639456,
7,0.33184688712900823,
8,0.45385539372919353,
9,0.46209578466016277,
10,0.3646126042580398,
11,0.33292201450376746,
12,0.35098667869477834,
13,0.3688939537675697,
14,0.3405474539046294,
15,0.32327360909159975,
16,0.3179982834387045,
17,0.3370454649902194,
18,0.359014134587667,
19,0.3520622933045439,
20,0.3252411726566725,
21,0.3087197739187732,
22,0.2997416921315452,
23,0.296661851298338,
24,0.29686731312934966,
25,0.29688221270856047,
26,0.2926483967835019,
27,0.2893704369297462,
28,0.2897679917519153,
29,0.2880210474971785,
30,0.28438737547515025,
31,0.28725239738673125,
32,0.308038053424734,
33,0.3010366601062775,
34,0.2849057827453319,
35,0.2862781221923469,
36,0.2830622483293186,
37,0.2780952715246083,
38,0.30553483620352023,
39,0.28078794839545634,
40,0.28009435990715176,
41,0.2901769257214875,
42,0.2720869739225006,
43,0.27350218910707336,
44,0.2768226965781264,
45,0.26911921853362875,
46,0.26183151539761834,
47,0.282672924510183,
48,0.30013797705351836,
49,0.2743296933176267,
50,0.26949025172031654,
51,0.27119230817108475,
52,0.27516135716130097,
53,0.2705077921935427,
