0,0.9505617981349063,
1,0.20883107574897178,
2,0.227950055779894,
3,0.19122245535325594,
4,0.22200840634696717,
5,0.2160031560418736,
6,0.1939656661403492,
7,0.18825244479009584,
8,0.1827773178272623,
9,0.17127997592688468,
10,0.171175335518503,
11,0.16982314336139967,
12,0.1589195998573444,
13,0.15707795681686088,
14,0.16179434818625302,
15,0.15903216870687137,
16,0.15439147558977054,
17,0.15869454300434008,
18,0.16605166505186472,
19,0.16249665424214085,
20,0.16063238457719073,
21,0.1746149452806995,
